domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
23,5,0,5,2,4,5,0,3.621175543
10,5,2,0,1,1,2.5,0,2.921928095
27,1,1,0,0,1,23,0,3.587858798
18,3,0,0,83,2,3,0,3.46132014
16,4,1,1,2,2,3,0,3.25
10,2,0,0,0,1,4,0,2.921928095
17,4,0,1,0,3,3,0,3.175123135
21,4,0,0,33,3,6,0,3.784941827
11,5,1,1,2,1,7,0,3.095795255
22,3,0,0,1,2,7,0,3.447401505
11,1,0,0,3,1,7,3,3.277613437
13,1,0,0,0,1,9,0,3.238901257
21,2,1,0,0,2,7,0,3.368042423
28,5,0,0,0,4,11,0,3.824862958
30,6,0,0,0,5,2,0,3.577747163
16,2,0,0,4,2,4,0,3.25
12,7,2,1,2,2,3,0,3.022055209
19,7,1,1,2,2,3,0,3.576617645
13,2,1,0,0,1,9,0,3.180832987
26,1,1,0,2,1,22,0,3.407761238
19,4,0,0,2,2,3,0,3.391892645
35,5,1,0,4,2,8,0,4.128724445
30,4,0,0,0,4,6,0,3.856564762
15,3,0,0,0,3,3,0,2.822579762
30,3,0,0,29,2,16,10,4.240223929
23,2,0,0,0,2,13,0,3.74095326
12,2,0,0,15,1,8,4,3.084962501
11,2,1,0,24,2,2,0,3.095795255
10,3,0,1,2,1,6,0,3.321928095
14,7,1,1,2,2,4,0,3.039148672
12,2,1,0,9,1,3.5,0,3.584962501
20,4,0,0,29,3,6,0,3.546439345
16,3,1,0,0,1,11,0,3.625
14,6,1,0,1,2,3,0,3.182005815
25,6,1,0,0,1,21,0,3.65366069
33,7,1,14,5,6,6,0,3.657289952
23,3,0,0,2,2,13,0,3.497055848
7,2,0,0,0,1,4,0,2.807354922
17,2,1,0,0,1,6,0,3.4548224
16,1,0,1,21,1,12,2,3.702819531
10,4,1,0,39,1,6,0,2.921928095
39,2,2,0,2,2,8.333333333,2,4.211702142
21,4,1,3,1,2,3,0,3.653756708
19,2,0,0,16,2,3,0,3.141635408
10,4,0,0,0,1,7,0,3.321928095
20,4,0,0,0,2,3,0,3.68418372
32,5,1,4,4,4,6,0,3.741729297
14,2,0,1,0,2,3,0,3.324862958
8,2,0,0,1,1,4,1,3
9,1,0,0,20,1,5,0,3.169925001
17,3,0,0,0,3,3,0,3.410417253
29,1,2,7,7,1,8,0,3.305582719
14,2,0,0,1,2,3,0,3.182005815
22,1,2,0,20,1,18,0,3.845350937
9,5,1,1,2,1,5,0,3.169925001
16,5,0,2,1,2,3,0,3.202819531
21,2,0,0,14,2,11,0,3.499227542
18,2,1,0,1,2,3,0,3.572431251
19,3,0,0,2,2,3,0,3.681880803
13,2,0,0,5,1,9,0,3.39274741
17,2,0,0,15,1,13,0,3.410417253
19,4,1,0,0,2,12,0,3.326360408
12,3,0,0,0,2,2,0,3.084962501
19,5,0,0,1,2,12,0,3.155565013
24,1,1,0,0,1,9.5,0,3.772055209
17,3,1,2,34,2,3,0,3.263933429
13,2,0,0,3,1,9,0,3.39274741
19,2,0,0,3,1,15,0,3.471354487
30,5,2,0,0,2,3,0,3.669576746
13,2,0,0,4,1,9,0,3.39274741
23,6,1,3,1,4,2,0,3.795088586
9,1,1,0,2,1,6,2,3.169925001
11,1,1,0,23,1,8,0,3.277613437
12,2,0,1,2,1,8,0,3.188721876
19,5,2,0,21,2,3,0,3.471354487
18,1,1,0,23,1,7,0,3.641604168
34,3,0,0,4,3,3,0,3.917626444
14,6,1,7,8,2,3,0,2.985228136
17,2,0,0,0,2,3,0,3.292770194
12,2,0,1,27,1,8,0,3.188721876
25,3,2,0,0,2,5,0,3.76385619
15,5,0,0,1,3,3,0,3.139572262
31,3,0,0,5,2,16,2,4.260332601
11,6,0,1,1,2,2,0,3.277613437
12,1,0,0,0,1,8,0,3.251629167
19,1,1,0,21,1,7.5,0,3.115834092
11,2,0,0,23,1,7,0,3.277613437
10,2,1,0,1,1,6,1,2.921928095
23,3,0,0,0,2,16,0,3.762267391
13,2,0,2,18,1,9,0,3.39274741
11,3,0,1,0,1,7,0,3.095795255
16,4,0,1,0,3,3,0,3.280639062
16,6,4,1,4,2,9,0,3.452819531
17,1,0,1,10,1,13,0,3.4548224
28,6,1,0,0,5,2,0,3.642026691
7,2,2,0,1,1,4,0,2.807354922
27,1,1,0,24,1,23,0,3.884155095
17,5,0,1,9,3,3,0,3.410417253
15,7,1,7,8,3,3,0,3.139572262
13,2,0,0,2,1,9,0,3.39274741
25,3,1,0,1,3,3,0,3.723074189
41,4,3,0,0,2,5.5,0,4.257078456
31,7,4,13,10,4,7,0,3.744203568
29,6,0,0,0,2,19,0,3.879893824
26,2,1,0,20,2,7.5,0,3.950063756
14,2,0,1,11,1,11,0,3.128085279
11,6,0,5,1,1,7,0,3.095795255
9,2,0,0,1,1,5,1,2.947702779
26,6,1,0,0,5,2,0,3.657385277
15,3,2,2,1,1,11,0,3.189898095
19,3,1,0,0,2,3,0,3.326360408
14,1,0,1,0,1,10,0,3.182005815
20,3,0,0,0,2,3,0,3.546439345
35,2,1,1,5,2,8,0,3.914159445
11,2,1,1,0,1,7,0,2.845350937
13,5,2,2,15,2,3,0,2.81507241
18,3,0,1,6,2,12,0,3.239097918
9,2,0,0,19,1,5,0,2.947702779
14,7,1,0,2,2,3,0,3.039148672
21,4,0,0,7,2,7,0,3.232101805
11,1,0,10,5,1,7,0,3.095795255
14,2,1,1,2,1,10,1,3.521640636
36,3,0,0,0,3,3,0,3.909256169
22,2,0,0,0,1,18,0,3.265583323
31,2,0,0,2,2,18,2,4.106949133
17,3,0,0,5,2,3,0,3.175123135
24,4,0,0,30,3,8,0,3.438721876
25,3,0,0,0,2,13,0,3.54346519
36,1,3,0,0,1,7.5,0,4.041336377
23,1,0,1,58,1,19,0,3.795088586
19,4,0,0,0,2,3,0,3.391892645
27,3,0,0,0,2,3,0,3.578056483
35,9,1,3,1,6,2,0,3.650013374
13,1,0,0,12,1,9,0,3.39274741
35,6,0,0,32,4,10,4,4.114718017
13,4,4,0,3,1,9,3,3.39274741
20,2,1,0,0,2,3.5,0,3.921928095
21,4,0,0,1,3,3,0,3.522571589
23,2,0,0,7,2,12,0,3.588354347
21,2,0,0,0,2,3,0,3.368042423
19,2,0,0,3,2,12,1,3.681880803
19,1,0,0,0,1,15,0,3.511085408
16,6,0,0,2,2,5,0,3.5
10,2,0,0,0,1,6,0,2.646439345
17,1,0,1,40,1,13,0,3.146286371
40,2,3,0,15,1,8.5,0,3.937326145
20,2,0,0,0,2,3,0,3.446439345
29,4,0,1,24,4,6,0,3.633505995
18,2,0,0,0,1,14,0,3.419381946
11,2,0,1,28,1,7,0,3.095795255
16,3,0,1,29,2,7,0,3.5
31,4,6,0,13,2,2.4,11,3.950344198
20,1,0,0,19,1,17,0,3.546439345
20,4,0,0,28,3,6,0,3.58418372
22,3,1,0,0,3,3,0,3.538310596
11,2,0,0,0,1,8,0,3.095795255
3,3,0,0,0,2,10,0,3.68418372
35,9,1,3,1,6,2,0,3.650013374
22,4,0,0,1,2,3,0,3.538310596
15,1,0,0,7,1,11,0,3.323231429
18,2,1,1,21,1,14,0,3.614369446
21,1,0,0,0,1,17,0,3.403989446
15,3,0,0,0,1,11,0,3.323231429
33,8,0,2,21,6,3,0,4.006071013
22,3,1,0,2,3,3,0,3.754441846
22,2,0,5,33,1,19,0,3.823067982
18,4,0,1,0,3,3,0,3.239097918
14,1,0,0,0,1,10,0,3.521640636
16,3,1,0,5,2,3,0,3.202819531
33,5,1,0,1,5,8,0,3.942438726
16,4,0,0,0,2,3,0,3.030639062
19,2,0,0,0,1,15,0,3.281373409
15,1,0,0,0,1,11,0,3.506890596
33,5,2,0,16,5,8,0,3.942438726
16,5,1,0,0,3,3,0,3.405639062
19,3,0,0,0,3,3,0,3.431623566
18,4,1,0,6,2,5.5,0,3.683542362
37,2,3,0,33,2,9,0,3.938654717
17,4,0,1,2,3,3,0,3.130717988
16,2,0,0,0,2,3,0,3.125
20,4,0,0,0,3,3,0,3.48418372
24,2,1,0,5,1,9,5,3.688721876
13,2,0,0,2,1,9,0,3.39274741
13,6,1,1,2,2,3,0,2.565448372
22,3,0,0,24,2,3,0,3.629219687
26,3,0,0,3,3,3,0,3.767183468
19,4,3,2,11,3,3,0,3.497155803
13,6,1,1,2,2,3,0,2.565448372
24,4,0,0,19,3,8,0,3.438721876
30,3,0,0,2,2,3,0,3.415061012
23,3,0,0,1,3,10,1,3.501397825
11,1,0,0,3,1,7,3,3.277613437
18,2,1,0,6,1,15,0,3.572431251
23,3,1,0,0,3,3,0,3.729446195
23,3,1,0,2,2,7,0,3.74095326
33,5,1,0,1,5,8,0,3.942438726
18,2,0,0,0,2,10,0,3.614369446
22,2,0,0,0,1,18,0,3.42511855
18,4,0,1,1,3,3,0,3.572431251
20,3,0,0,0,3,4,0,3.58418372
17,3,2,4,8,2,3,0,3.175123135
9,1,1,0,3,1,6,3,3.169925001
20,7,1,1,0,3,3,0,3.546439345
12,3,0,4,12,1,8,0,3.418295834
15,2,0,0,0,1,12,0,3.373557262
13,2,0,0,2,1,9,0,3.39274741
20,1,0,0,0,1,16,0,3.621928095
21,1,0,0,0,1,17,0,3.844232899
24,2,1,3,13,2,7.5,0,3.938721876
13,2,0,0,2,1,9,0,3.39274741
19,2,0,0,16,2,3,0,3.431623566
21,3,3,0,23,2,3,0,3.463280518
13,2,0,0,1,1,9,0,3.39274741
13,2,0,0,4,1,9,0,3.39274741
28,3,0,0,0,3,3,0,3.583616975
16,3,2,1,0,1,12,0,3.75
19,3,1,0,1,2,3,0,3.471354487
13,1,0,1,19,1,10,0,3.39274741
12,2,0,0,0,1,3,0,3.084962501
19,4,0,0,31,3,5,0,3.681880803
17,3,1,0,0,2,3,0,3.337175341
24,2,2,0,1,2,3,0,3.772055209
20,1,0,0,0,1,16,0,3.48418372
14,5,0,0,0,3,5,0,2.985228136
14,2,1,3,18,2,5,0,2.896291529
12,5,1,0,4,1,8,0,3.251629167
12,2,2,1,6,1,8,0,3.418295834
16,6,2,0,24,2,3,0,3.452819531
27,3,0,0,0,2,3,0,3.559900002
28,3,0,1,0,2,12,0,3.985228136
12,6,1,1,2,2,3,0,3.022055209
19,10,2,0,52,2,6,0,3.681880803
19,1,2,0,0,1,16,0,3.511085408
20,7,1,1,0,3,3,0,3.60869497
17,2,0,0,0,1,13,0,3.337175341
14,2,0,0,21,1,10,2,3.664497779
16,5,0,0,0,3,3,0,3.280639062
19,3,1,0,4,2,13,0,3.681880803
12,6,1,1,4,2,3,0,3.022055209
12,1,0,0,0,1,8,0,3.251629167
39,7,1,3,11,5,6,3,4.121707912
13,2,2,0,1,1,9,0,3.39274741
21,1,0,0,0,1,17,0,3.594465637
12,2,2,0,0,1,4,0,3.188721876
31,7,4,13,10,4,7,0,3.744203568
41,5,1,0,1,4,6,0,4.025132725
26,7,1,3,1,5,2,0,3.734308354
17,3,0,0,3,2,3,0,3.572469459
21,4,0,0,15,2,14,0,3.272804327
12,2,0,0,0,1,8,0,3.584962501
25,5,0,0,34,4,3,0,3.59326969
6,1,0,0,0,1,3,0,2.584962501
25,3,1,3,16,2,7,0,3.65366069
26,3,0,0,0,2,3,0,3.738149333
14,6,1,1,2,2,3,0,2.950212065
15,3,1,0,2,1,11,0,3.323231429
13,2,2,2,26,1,9,0,3.39274741
12,2,0,0,5,1,8,0,3.188721876
20,2,1,0,0,2,8,0,4.021928095
15,1,0,0,17,1,11,0,3.323231429
11,6,1,1,2,1,7,0,3.095795255
22,5,1,0,4,2,6,2,3.879664005
25,2,0,4,22,2,3,0,3.70346519
22,1,2,0,6,1,5.666666667,6,4.277613437
21,4,0,0,30,3,6,0,3.522571589
17,2,0,1,19,1,13,0,3.4548224
37,4,0,0,0,4,3,0,3.516772542
9,1,0,0,14,1,5,0,3.169925001
29,2,1,0,5,1,12.5,0,3.810928306
26,8,0,0,24,2,3,0,3.690260391
23,2,0,0,0,1,19,0,3.653996739
32,1,1,0,4,1,13.5,4,4.027518266
13,2,0,0,0,1,9,0,3.39274741
14,4,0,0,0,3,3,0,2.985228136
13,4,1,0,0,1,14,0,3.085055103
14,5,1,0,1,1,4.5,0,3.521640636
18,4,0,0,0,3,3,0,3.419381946
11,1,3,2,6,1,7,2,3.459431619
14,3,0,0,0,2,3,0,3.324862958
18,1,1,1,18,1,14,0,3.46132014
29,3,0,0,12,3,3,0,3.995237891
28,5,0,1,5,3,9,0,3.994680368
21,3,0,0,5,2,10,2,4.106603137
28,2,0,0,0,2,4,0,3.365764637
10,1,0,0,3,1,7,3,3.321928095
21,3,2,1,3,1,7.5,0,3.689703732
17,2,0,0,1,2,9,0,3.572469459
13,2,0,0,0,1,9,0,3.39274741
22,1,0,0,10,1,18,0,3.913977073
21,2,1,0,8,1,8,8,4.106603137
9,1,2,1,0,1,2.5,0,2.947702779
21,3,0,0,5,3,5,0,3.880179923
14,3,1,2,10,2,6,0,3.235926351
18,3,0,0,0,2,3,0,3.46132014
18,3,1,0,0,2,4,0,3.614369446
21,2,0,0,0,2,8,0,3.458525019
25,2,1,0,5,1,10.5,0,3.54346519
19,3,1,0,0,2,3,0,3.471354487
15,3,0,0,0,2,9,0,3.506890596
31,2,0,0,0,2,9,0,3.692279682
16,1,0,0,0,1,12,0,3.327819531
31,4,0,0,3,3,14,1,3.708093392
30,2,0,0,1,2,19,1,4.215061012
14,5,0,2,41,2,3,0,3.182005815
25,4,0,0,0,1,21,0,3.83326969
18,1,0,0,2,1,15,2,3.614369446
33,5,1,0,1,5,8,0,3.942438726
13,4,1,0,3,1,9,0,3.39274741
23,2,0,0,0,2,16,0,3.588354347
13,2,0,0,2,1,9,0,3.39274741
37,2,1,6,5,2,9,0,4.003259028
18,3,1,0,25,2,3,0,3.683542362
10,2,0,0,1,1,6,0,2.921928095
26,3,1,7,2,2,3,0,3.87314068
13,2,0,0,3,1,9,0,3.39274741
19,4,2,0,0,1,7,0,3.681880803
18,3,0,0,2,2,9,0,3.503258335
15,2,0,0,7,2,4,0,2.973557262
13,2,0,0,1,1,9,0,3.39274741
13,2,0,1,27,1,9,0,3.238901257
18,2,0,1,12,2,3,0,3.308270835
33,5,1,0,1,5,8,0,3.942438726
18,6,1,1,0,2,3,0,3.46132014
14,1,0,0,0,1,10,0,3.378783493
13,2,0,0,1,1,9,0,3.39274741
37,3,0,0,1,3,27,0,3.787042812
15,7,1,7,8,3,3,0,2.923231429
16,1,0,0,0,1,12,0,3.625
30,2,1,0,0,2,11,0,3.564735179
22,4,0,0,0,3,3,0,3.629219687
16,5,0,7,11,2,3,0,3.202819531
8,3,2,3,43,1,5,2,3
19,3,0,0,7,2,10,0,3.787143961
11,5,1,0,2,1,7,0,3.095795255
13,7,1,1,2,2,3,0,2.87314068
32,2,0,0,60,2,16,10,4.116729297
21,7,1,1,0,3,3,0,3.653756708
13,7,1,1,2,2,3,0,2.87314068
27,3,1,0,0,3,3,0,3.633974076
18,3,0,2,0,2,12,0,3.572431251
27,3,0,0,1,2,11,1,3.736006946
32,3,2,1,31,2,5.666666667,6,4.054229297
40,6,1,2,1,5,6,0,3.778212946
15,2,0,0,5,2,4,0,2.973557262
30,1,2,5,32,1,26,0,3.806238929
21,9,2,1,1,3,3,0,3.558518613
37,3,0,0,1,3,3,0,3.877447622
23,3,0,0,0,2,16,0,3.762267391
27,2,0,0,1,2,14,1,3.70804815
21,3,0,0,1,3,8,1,3.558518613
19,2,1,0,0,2,3,0,3.576617645
18,1,0,0,23,1,14,0,3.46132014
18,1,0,0,24,1,14,0,3.46132014
37,4,0,0,0,4,7,0,3.730289691
31,1,0,0,6,1,27,0,3.756795811
12,1,0,0,24,1,9,0,3.084962501
18,2,0,4,8,2,3,0,3.308270835
9,3,0,5,4,1,6,0,3.169925001
14,2,0,0,26,2,3,0,3.182005815
22,3,0,0,8,3,2,0,3.845350937
14,2,0,0,4,2,5,1,3.182005815
15,6,1,7,9,2,3,0,3.189898095
19,3,1,0,0,2,3,0,3.260828171
15,5,1,2,7,2,8,1,3.506890596
10,1,0,0,0,1,6,0,3.121928095
12,6,0,5,22,2,2,0,2.855388542
28,3,0,0,31,2,16,10,3.9677201
13,2,0,0,1,1,9,0,3.39274741
14,2,2,0,32,1,11,0,2.985228136
13,2,0,0,2,1,9,0,3.39274741
20,3,3,0,38,1,16,0,3.38418372
21,2,0,0,5,2,5,5,4.106603137
9,6,0,1,1,1,5,0,2.641604168
28,2,0,0,7,2,4,0,3.940759833
24,3,0,0,0,1,20,0,3.553508855
32,5,1,0,0,5,3,0,3.652518266
23,2,0,0,25,2,3,0,3.708132065
12,3,0,0,0,2,2,0,3.084962501
24,2,1,3,0,2,3,0,3.553508855
11,2,0,0,2,1,8,2,3.027169118
6,1,0,0,0,1,18,0,3.277613437
13,2,0,0,1,1,9,0,3.39274741
31,3,0,0,7,2,16,4,4.260332601
25,6,2,2,2,4,2,0,3.62346519
14,4,0,0,1,2,3,0,3.039148672
13,2,1,2,57,1,9,0,3.238901257
28,4,1,0,24,3,9,0,4.06610894
11,2,0,0,1,1,7,0,3.095795255
22,2,4,0,1,2,6,0,3.845350937
15,3,0,0,0,2,3,0,3.056564762
18,2,1,0,4,1,6.5,3,3.794653474
31,2,0,0,0,2,14,0,3.719852359
26,2,0,0,4,2,14,4,3.796217603
11,6,1,0,0,1,7,0,3.095795255
22,4,0,0,0,3,3,0,3.629219687
23,3,2,0,1,2,5,1,3.762267391
15,2,0,0,4,2,8,0,3.189898095
22,2,1,0,0,2,3,0,3.663532755
21,3,0,0,64,2,3,0,3.653756708
21,11,0,0,23,1,17,0,3.594465637
13,6,1,7,8,2,3,0,2.81507241
17,2,1,1,0,1,6,0,3.4548224
20,4,2,0,0,3,3,0,3.546439345
24,2,0,0,3,1,20,0,3.740601563
31,2,2,0,0,2,6,0,3.848884617
18,3,0,0,55,3,3,0,3.155221529
22,6,0,1,0,2,3,0,3.351953074
6,3,0,1,10,1,3,0,2.584962501
21,5,5,0,0,2,3,0,3.689703732
19,3,0,1,3,2,7,0,3.576617645
20,4,0,0,19,2,7,0,3.58418372
14,1,0,0,2,1,10,0,3.521640636
14,3,0,0,0,2,3,0,2.896291529
28,4,1,0,0,3,3,0,3.601125011
23,3,0,1,2,2,3,0,3.762267391
13,6,1,1,2,2,3,0,3.026986833
12,1,0,0,31,1,8,0,3.418295834
20,2,0,0,2,2,10,0,3.421928095
10,2,0,1,1,1,7,0,2.646439345
17,2,0,0,4,1,13,4,3.852168724
13,2,0,0,0,1,9,0,3.546593564
13,3,0,2,8,1,9,0,3.026986833
21,2,1,3,25,2,3,0,3.689703732
15,3,0,0,0,2,3,0,3.006238929
28,2,2,0,0,2,4.333333333,0,4.039148672
27,2,3,0,10,1,5,10,3.884155095
10,2,0,0,7,1,6,3,2.846439345
21,5,1,0,3,2,10,1,3.975418018
15,2,1,0,21,2,2,0,3.373557262
9,1,0,0,18,1,5,0,3.169925001
22,6,3,5,18,2,3,0,3.572623664
16,2,0,0,0,2,3,0,3.125
17,2,0,0,0,2,4,0,3.572469459
13,2,0,0,2,1,9,0,3.39274741
24,3,0,0,0,2,4,0,3.653107168
24,2,2,0,0,2,8,0,3.553508855
10,2,0,0,0,1,6,0,2.921928095
22,4,0,0,27,3,5,0,3.788754914
16,4,1,0,0,1,13,0,3.452819531
14,2,1,0,0,1,4.5,0,2.950212065
17,1,1,0,0,1,6,0,3.337175341
17,3,1,0,0,2,3,0,3.4548224
24,3,0,0,3,3,10,3,3.938721876
17,2,1,0,8,2,3,0,3.337175341
24,2,2,0,0,1,6,0,3.386842188
15,5,0,8,24,2,1,0,3.240223929
19,3,1,0,0,2,3,0,3.391892645
10,2,0,0,0,1,7,0,3.121928095
12,3,1,5,9,1,8,0,3.251629167
20,12,2,0,0,2,13,0,3.721928095
31,4,1,0,1,3,3,0,3.873235826
16,3,1,0,1,2,3,0,3.327819531
14,3,0,0,31,2,4,0,3.378783493
24,3,1,1,0,2,3,0,3.855388542
25,3,1,5,38,1,21,0,3.51326969
13,2,0,4,3,1,9,0,3.026986833
28,6,0,1,5,3,9,0,3.994680368
13,4,3,2,60,1,9,0,3.39274741
21,4,2,0,4,1,5,4,3.558518613
23,2,0,0,3,2,13,2,4.001822826
13,2,0,0,2,1,9,0,3.39274741
14,2,0,0,27,2,3,0,3.182005815
33,5,4,0,6,2,3,0,3.669119029
11,2,0,1,28,1,7,0,3.095795255
9,3,1,0,0,1,2,0,3.169925001
17,2,0,0,35,2,10,0,3.292770194
30,3,1,0,0,3,3,0,3.831401845
25,3,0,0,0,2,14,0,3.78346519
11,3,0,0,0,1,8,0,2.845350937
16,3,0,0,0,2,3,0,3.327819531
12,1,0,0,0,1,8,0,3.022055209
13,2,0,0,2,1,9,0,3.39274741
11,2,1,0,1,1,7,0,3.095795255
18,2,1,0,0,2,6,0,3.572431251
20,6,1,1,2,2,3,0,3.646439345
16,4,0,2,0,3,4,0,3.280639062
21,4,0,0,36,3,6,0,3.784941827
24,3,0,0,0,2,6,0,3.605388542
26,2,1,0,0,2,7,0,3.767183468
30,7,1,7,8,5,2,0,3.669576746
22,7,1,1,0,3,3,0,3.356492414
27,4,0,0,0,4,3,0,3.810081021
40,1,0,0,24,1,36,0,3.647085133
25,5,0,0,37,4,3,0,3.68385619
23,2,3,0,2,2,3.5,0,3.46857663
9,1,0,0,0,1,6,0,2.947702779
35,2,0,2,4,2,25,0,3.878584802
18,4,0,0,5,2,11,3,3.683542362
16,2,0,0,0,2,3,0,3.327819531
13,3,0,0,9,2,3,0,3.026986833
25,2,0,0,19,2,3,0,3.532878689
10,3,0,0,1,1,6,0,3.321928095
15,2,0,0,0,1,12,0,3.189898095
23,5,0,0,31,4,3,0,3.534219021
14,5,0,0,9,2,3,0,3.039148672
22,2,2,0,4,1,8.5,0,3.663532755
14,5,0,6,2,1,10,0,3.378783493
13,2,0,0,3,1,9,0,3.39274741
28,2,0,0,2,2,15,2,3.79790269
21,3,1,0,0,2,3,0,3.558518613
26,5,0,0,38,4,3,0,3.700439718
14,2,2,0,0,1,10,0,3.521640636
18,1,0,0,4,1,14,0,3.350209029
22,3,0,0,1,3,8,0,3.322179346
40,1,5,0,3,1,5.333333333,0,3.906198333
14,3,0,0,6,2,3,0,3.182005815
20,3,1,0,0,3,3,0,3.30869497
11,2,0,1,28,1,7,0,3.095795255
23,2,0,0,3,2,10,3,4.055958152
18,4,1,0,0,2,3,0,3.794653474
32,2,1,0,0,2,9,0,4.030639062
13,3,1,0,0,1,9,0,3.180832987
15,1,0,0,19,1,11,0,3.323231429
26,3,1,0,0,2,13,0,3.609496334
13,10,0,1,0,1,9,0,3.238901257
37,4,0,0,0,4,3,0,3.69820615
9,6,1,1,2,1,5,0,2.641604168
17,8,1,1,2,3,3,0,3.130717988
25,5,0,0,35,4,3,0,3.68385619
31,4,0,0,4,4,5,0,3.409863956
21,2,0,0,1,2,12,0,3.332095399
30,7,0,2,23,5,3,0,4.00291008
35,2,0,0,8,2,22,8,4.300153017
24,4,0,0,36,3,5,0,3.886842188
15,3,0,1,2,2,9,0,3.506890596
16,2,0,0,0,2,3,0,3.452819531
40,3,0,0,0,3,21,0,3.837326145
11,1,0,0,0,1,7,0,3.459431619
14,2,0,0,20,1,10,2,3.664497779
18,6,0,0,0,4,3,0,2.974937501
24,3,1,0,0,2,3,0,3.688721876
16,1,1,0,13,1,5.5,0,3.625
14,4,0,6,7,2,3,0,2.950212065
22,3,4,1,9,3,6,0,3.334209459
24,8,1,0,0,4,3,0,3.803508855
15,1,1,0,0,1,5,0,3.456564762
31,2,0,0,0,2,23,0,3.800182197
21,4,0,0,25,3,5,0,3.748994804
34,2,5,0,0,2,5.25,0,3.70159768
16,3,1,0,17,2,2,0,3.327819531
18,1,2,1,3,1,7,0,3.614369446
17,7,1,1,1,2,3,0,3.572469459
16,4,0,0,1,2,8,0,3.5
25,2,2,0,19,2,3,0,3.86346519
16,1,0,0,0,1,12,0,3.375
37,3,1,0,0,2,9,0,3.938654717
6,1,0,0,1,1,3,0,2.584962501
33,5,0,0,0,5,2,0,3.919563347
32,4,0,0,1,2,4,1,3.840018266
16,3,0,0,0,2,3,0,3.327819531
14,3,0,0,5,2,7,1,3.182005815
33,5,6,2,17,5,8,0,3.942438726
12,2,0,0,0,1,9,0,3.251629167
21,2,0,0,3,2,11,3,3.880179923
26,8,1,3,1,5,2,0,3.763342488
26,1,0,0,1,1,23,1,3.796217603
28,4,2,0,6,3,3,0,3.842370993
27,2,1,0,2,2,7,2,4.060262039
23,4,3,0,6,2,4.5,6,4.001822826
20,2,0,0,2,2,10,0,3.68418372
16,2,0,0,1,2,7,0,3.327819531
10,4,0,0,0,1,7,0,3.321928095
25,2,1,0,3,2,3,0,3.59326969
20,2,0,0,1,2,9,0,3.321928095
14,3,1,1,3,1,10,0,3.093069208
13,6,1,1,5,2,3,0,2.87314068
13,2,0,0,3,1,9,0,3.39274741
28,2,1,3,43,1,24,0,3.896291529
16,3,1,0,0,2,3,0,3.327819531
14,2,0,0,18,2,3,0,3.182005815
32,3,0,0,0,3,3,0,3.843139062
11,3,0,4,12,1,7,0,3.277613437
9,4,0,0,0,2,3,0,2.725480557
25,2,0,0,0,1,21,0,3.939470571
19,1,0,1,0,1,15,0,3.642149882
14,2,2,6,9,1,10,0,3.235926351
27,3,1,2,38,2,10,0,4.032303243
22,3,0,0,1,1,18,0,3.663532755
18,1,0,0,0,1,14,0,3.419381946
15,5,0,2,1,2,3,0,3.006238929
19,2,1,1,0,1,7,0,3.471354487
22,7,6,0,31,1,18,0,3.481714573
17,1,1,0,13,1,13,0,3.4548224
39,1,3,0,1,1,8.25,1,4.150410873
21,3,0,0,2,3,8,2,3.422577995
21,7,1,1,0,3,3,0,2.987090042
19,8,1,1,2,3,3,0,3.431623566
17,3,0,1,7,2,6,0,3.734521665
32,2,0,1,0,2,15,0,3.691428032
10,3,3,0,0,2,15,0,3.879664005
19,4,0,0,34,3,5,0,3.681880803
16,1,0,0,19,1,12,0,3.625
27,4,1,1,2,3,5,0,3.902311576
19,3,0,0,0,2,3,0,3.681880803
23,3,0,0,0,2,3,0,3.381620108
33,3,3,0,10,2,15,7,4.028946392
17,2,0,0,1,2,10,1,3.146286371
15,4,1,0,1,3,4,0,2.822579762
27,4,0,1,1,3,3,0,3.485825928
21,1,0,0,0,1,17,0,3.630412661
16,3,0,0,31,2,6,0,3.625
11,2,1,0,0,1,12,0,3.456564762
19,4,0,0,37,3,5,0,3.681880803
24,3,0,0,6,2,3,0,3.454986856
21,9,2,1,1,3,3,0,3.558518613
23,6,2,14,11,2,4.5,6,4.088779347
12,6,1,1,2,2,3,0,2.688721876
10,3,0,2,41,1,6,0,3.121928095
12,4,0,0,11,3,3,3,2.688721876
12,6,0,0,1,2,3,0,2.688721876
35,9,1,3,1,6,2,0,3.707156231
24,2,0,0,1,2,15,0,3.65726823
20,3,2,1,11,2,3,0,3.48418372
13,2,0,0,0,2,3,0,2.87314068
40,2,3,0,0,2,6,0,3.95869497
16,2,1,2,59,1,12,0,3.202819531
12,4,3,0,0,1,4,0,2.855388542
25,2,0,0,7,2,16,6,3.94346519
28,3,0,1,0,2,3,0,3.655045547
31,2,2,0,2,2,5.333333333,2,4.349199939
21,3,0,0,0,2,14,0,3.24946028
40,2,2,3,0,2,11.5,0,4.156198333
18,3,0,0,0,2,3,0,3.281036113
20,6,0,0,1,2,3,0,3.78418372
11,2,2,2,81,1,3.5,2,3.095795255
28,8,1,3,0,4,2,0,3.383272673
41,6,0,0,20,5,4,0,3.885246444
17,2,0,0,20,1,14,0,3.4548224
6,6,0,18,19,1,3,0,2.584962501
